id,title,authors,year,venue,publication_status,arxiv,doi,primary_url,domain,explicit_world_model,modeled_system,observation,state,state_type,action,transition,prediction_target,rollout_horizon,evaluation,dataset,downstream_purpose,strongest_contribution,limitation,relevance_to_MedicalWorldModel,rollout_mechanism,time_scale,uncertainty,planning,official_project_repository,read_depth,source_locator,version_note,verified_date,evidence_scope,metadata_verification
"G30","WorldArena: A Unified Benchmark for Evaluating Perception and Functional Utility of Embodied World Models","Yu Shang; Zhuohang Li; Yiding Ma; Weikang Su; Xin Jin; Ziyou Wang; Lei Jin; Xin Zhang; Yinzhou Tang; Haisheng Su; Chen Gao; Wei Wu; Xihui Liu; Dhruv Shah; Zhaoxiang Zhang; Zhibo Chen; Jun Zhu; Yonghong Tian; Tat-Seng Chua; Wenwu Zhu; Yong Li","2026","arXiv; peer-reviewed venue UNKNOWN","Preprint verified","2602.08971v2","UNKNOWN","https://arxiv.org/abs/2602.08971v2","embodied benchmark","yes","embodied benchmark","image + instruction or action depending on track","model-dependent video/latent history","benchmark; no common mechanistic state","robot actions or instructions; IDM for action planner","video rollouts and separate functional pipelines","future video; policy success/ranking/data value","policy-evaluation rollout until >120% reference-video length; other tracks variable","16 video metrics; simulator policy utility; VLM success judgment","RoboTwin 2.0","evaluate data engine, policy evaluator and action planner","separates perceptual and functional outcomes","EWMScore averages video metrics only; proxy geometry/judges; simulator-based functional comparison","do not substitute composite score for medical endpoint","track-specific open-loop video or policy-world-model rollout","frames/episodes; physical horizon depends on task","no calibrated predictive distribution assessment verified","action-planner track pairs video model with IDM and executes in RoboTwin","https://github.com/tsinghua-fib-lab/WorldArena","full HTML §3–4 and Appendix A/B","§3.2–3.4; Appendix A.11–A.17/B","v2 adds authors relative to indexed v1; challenge affiliation is not main-conference publication","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT"
"G31","WorldArena 2.0: Extending Embodied World Model Benchmarking on Modality, Functionality and Platform","Yu Shang; Yinzhou Tang; Yiding Ma; Zhuohang Li; Lei Jin; Weikang Su; Xin Jin; Zhaolu Wang; Ziyou Wang; Xin Zhang; Haisheng Su; Weizhen He; Wei Wu; Haoyi Duan; Gordon Wetzstein; Xihui Liu; Dhruv Shah; Zhaoxiang Zhang; Zhibo Chen; Jun Zhu; Yonghong Tian; Tat-Seng Chua; Wenwu Zhu; Chen Gao; Yong Li","2026","arXiv; peer-reviewed venue UNKNOWN","Preprint verified","2605.17912v1","UNKNOWN","https://arxiv.org/abs/2605.17912v1","multimodal embodied benchmark","yes","multimodal embodied benchmark","visual observations, actions, tactile deformation-map sequences for tactile track","model-dependent visual/tactile latent","benchmark; modality-specific learned latents, not measured force state","robot actions; instructions; learned action head","predict visual/tactile observations; policy interactions with learned environment","tactile/video predictions and task outcomes","track-specific multi-step rollouts; no common duration verified","tactile PSNR/SSIM and UniVTAC task success; RL-trained policy success; real-robot task success","UniVTAC; RoboTwin 2.0; LIBERO; AgileX Split-Type ALOHA","evaluate contact information, RL-environment utility and platform transfer","tests more than vision-only generation","tactile simulation table and real-robot table are different experiments","contact state requires corresponding measurements and separate transfer validation","synchronized multimodal predictions or policy-environment loop per track","task dependent","no calibrated future-state uncertainty evaluation verified","yes, action-planner tasks and interactive RL evaluation","https://v2.world-arena.ai/","full HTML §3–4 and Tables1–3","§3.2 UniVTAC; §3.3 RL; §4.1–4.3","v1 May 2026; live leaderboard has later scoring updates; paper audit is version-specific","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT"
"G32","Do Generative Video Models Understand Physical Principles?","Saman Motamed; Laura Culp; Kevin Swersky; Priyank Jaini; Robert Geirhos","2026","WACV:948–958","Published","2501.09038v3","UNKNOWN","https://openaccess.thecvf.com/content/WACV2026/html/Motamed_Do_Generative_Video_Models_Understand_Physical_Principles_WACV_2026_paper.html","Physics-IQ real-world video benchmark","yes","Physics-IQ real-world video benchmark","up to 3 s context or a switch frame, optional text","model-dependent implicit predictive state","benchmark; physical state not directly recovered","no executed model action; recorded physical setup","conditioned future-video generation","5 s video continuation and motion pattern","5 s","spatial/spatiotemporal/weighted motion IoU; MSE; repeated-take variability reference","Physics-IQ, recorded physical events","diagnose physics prediction under controlled scenes","repeat real scenes and separate motion timing/location","static cameras and model-dependent context; metrics are proxies for physical understanding","control preprocessing/context and measure timing rather than visual realism","one conditioned continuation per model protocol","3 s context maximum → 5 s continuation","two real takes characterize variability; not learned calibrated future distribution","not performed","https://physics-iq.github.io/","canonical CVF PDF §2.2–2.5, §4; rendered protocol figure","Fig2; §2.5; discussion of metric limitations","arXiv v3 February 2025; WACV 2026 canonical publication","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT"
"K03","Strictly Proper Scoring Rules, Prediction, and Estimation","Tilmann Gneiting; Adrian E. Raftery","2007","Journal of the American Statistical Association 102(477):359–378","Published","UNKNOWN","10.1198/016214506000001437","https://doi.org/10.1198/016214506000001437","probabilistic forecast scoring","no","N/A: methodological evaluation rather than a world model","predictive distribution and realized value","N/A","N/A: no proposed latent biological state","N/A","N/A: scoring/calibration, not a dynamics model","N/A: evaluates predictive distributions","N/A","propriety theory; CRPS/energy/interval scores","theoretical examples","evaluate honest probabilistic forecasts","scoring distributions rather than oracle samples","proper score alone does not establish clinical usefulness","supports distribution scoring for future anatomical quantities","N/A","N/A","core subject: predictive distribution scoring","not performed","UNKNOWN","author PDF §4.2–4.3, §6","CRPS §4.2; energy score Eq22 and moment conditions; interval scores §6","canonical JASA 2007, author-hosted original PDF","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT; Crossref checked"
"K04","Variogram-Based Proper Scoring Rules for Probabilistic Forecasts of Multivariate Quantities","Michael Scheuerer; Thomas M. Hamill","2015","Monthly Weather Review 143(4):1321–1334","Published","UNKNOWN","10.1175/MWR-D-14-00269.1","https://doi.org/10.1175/MWR-D-14-00269.1","joint-distribution forecast scoring","no","N/A: methodological evaluation rather than a world model","forecast ensembles and multivariate truth","N/A","N/A: no proposed latent biological state","N/A","N/A: scoring/calibration, not a dynamics model","N/A: assesses forecast dependence","N/A","controlled distribution misspecifications and wind-speed forecasts","synthetic multivariate processes; Colorado wind observations","diagnose dependence errors in probabilistic predictions","variogram score complements energy/marginal scoring","not strictly proper; shared bias cancels; finite-ensemble noise","test temporal dependence as well as marginal future accuracy","N/A","N/A: vector components may be locations or lead times","multivariate ensemble evaluation","not performed","UNKNOWN","original NOAA PDF §2–3, §5","§2 propriety/limitations; §3 correlation experiments; §5","title footnote asterisk omitted; DOI confirmed, issue April 2015","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT; Crossref checked"
"K05","Conformalized Adaptive Forecasting of Heterogeneous Trajectories","Yanfei Zhou; Lars Lindemann; Matteo Sesia","2024","ICML; PMLR 235:62002–62056","Published","2402.09623","UNKNOWN","https://proceedings.mlr.press/v235/zhou24l.html","trajectory uncertainty calibration","no","trajectory uncertainty calibration","partial trajectory plus sequentially revealed observations","forecaster state + adaptive bands/residual calibration","predictive forecaster state, no biological interpretation","N/A","black-box forecaster; online band update; trajectory-level calibration","simultaneous bands for new trajectory","main one-step sequential; Appendix A6 H-step forecasts updated at each observed time","simultaneous marginal/group coverage and band width","synthetic heterogeneous trajectories; driving simulator trajectories","reliable trajectory uncertainty with heterogeneous difficulty","trajectory-level exchangeability allows within-trajectory dependence","online protocol is not autonomous fixed-prefix rollout; conditional coverage is not universal guarantee","patient/trajectory unit and observation schedule must match","observe true current value, issue next/H-step bands, update online","discrete steps; physical seconds dataset-dependent","simultaneous marginal coverage under trajectory exchangeability; empirical conditional coverage","no direct medical planning experiment","UNKNOWN","canonical PDF §2–3, Theorem1, Appendix A6","§2.1 observation timing; §2.2 marginal limitation; Theorem1; A6","ICML 2024 canonical; arXiv tracked separately","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT"
"K06","Metrics reloaded: recommendations for image analysis validation","Lena Maier-Hein; Annika Reinke; Patrick Godau; Minu D. Tizabi; Florian Buettner; Evangelia Christodoulou; Ben Glocker; Fabian Isensee; Jens Kleesiek; Michal Kozubek; Mauricio Reyes; Michael A. Riegler; Manuel Wiesenfarth; A. Emre Kavur; Carole H. Sudre; Michael Baumgartner; Matthias Eisenmann; Doreen Heckmann-Nötzel; Tim Rädsch; Laura Acion; Michela Antonelli; Tal Arbel; Spyridon Bakas; Arriel Benis; Matthew B. Blaschko; M. Jorge Cardoso; Veronika Cheplygina; Beth A. Cimini; Gary S. Collins; Keyvan Farahani; Luciana Ferrer; Adrian Galdran; Bram van Ginneken; Robert Haase; Daniel A. Hashimoto; Michael M. Hoffman; Merel Huisman; Pierre Jannin; Charles E. Kahn; Dagmar Kainmueller; Bernhard Kainz; Alexandros Karargyris; Alan Karthikesalingam; Florian Kofler; Annette Kopp-Schneider; Anna Kreshuk; Tahsin Kurc; Bennett A. Landman; Geert Litjens; Amin Madani; Klaus Maier-Hein; Anne L. Martel; Peter Mattson; Erik Meijering; Bjoern Menze; Karel G. M. Moons; Henning Müller; Brennan Nichyporuk; Felix Nickel; Jens Petersen; Nasir Rajpoot; Nicola Rieke; Julio Saez-Rodriguez; Clara I. Sánchez; Shravya Shetty; Maarten van Smeden; Ronald M. Summers; Abdel A. Taha; Aleksei Tiulpin; Sotirios A. Tsaftaris; Ben Van Calster; Gaël Varoquaux; Paul F. Jäger","2024","Nature Methods 21:195–212","Published","UNKNOWN","10.1038/s41592-023-02151-z","https://doi.org/10.1038/s41592-023-02151-z","medical image evaluation methodology","no","N/A: methodological evaluation rather than a world model","domain interest, reference labels, dataset and algorithm outputs","N/A","N/A: no proposed latent biological state","N/A","N/A: scoring/calibration, not a dynamics model","N/A: metric selection framework","N/A","problem fingerprint and metric recommendations","illustrative biomedical use cases","match evaluation to scientific target","problem-aware metric selection","classification/detection/segmentation scope; not a complete temporal forecasting protocol","principle extends by interpretation, not automatic authority, to MWM contracts","N/A","N/A","metric/validation pitfalls, not calibrated state transition","not performed","https://github.com/Project-MONAI/MetricsReloaded/","original author-hosted PDF pp195–197; primary Nature metadata","Fig1–3, problem fingerprint and categorical-target scope","Perspective, published 12 February 2024","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT; full authors from Crossref matched to Nature record"
"M28","Conformal Forecasting for Surgical Instrument Trajectory","Sara Sangalli; Gary Sarwin; Ertunc Erdil; Carlo Serra; Alessandro Carretta; Victor Staartjes; Ender Konukoglu","2025","MICCAI 2025; LNCS 15968:117–127","Published","2503.04191v2","10.1007/978-3-032-05114-1_12","https://papers.miccai.org/miccai-2025/0168-Paper0260.html","medical video; surgical trajectory forecasting","no","medical video; surgical trajectory forecasting","64-frame endoscopic anatomy/instrument detection history","encoded detection history","latent predictive history and explicit image-plane displacement, not causal surgical state","none; observed surgeon motion, not commanded intervention","history encoder → future displacement; conformal/CQR calibration","angle and magnitude of endpoint instrument displacement","8 future frames; seconds UNKNOWN","marginal/joint endpoint coverage and interval size","144 unique-patient surgery videos overall; 10 held out split 6 calibration/4 evaluation","anticipatory surgical guidance uncertainty","medical forecasting already evaluates calibrated multivariate endpoint uncertainty","joint endpoint interval is not full-path band; exchangeability assumptions need cohort-level audit; source dataset described as in-house, public image access not verified","invalidates broad first calibrated medical trajectory forecast claim","direct future displacement from fixed observation window","frames; verified FPS UNKNOWN","split conformal/CQR; Bonferroni/Sidak/Max-Rank; coverage/width","not performed; guidance potential only","https://github.com/salusanga/conformal_instrument_trajectory","canonical MICCAI PDF §2–4/Table1; arXiv compared","§2.1 endpoint target; §2.2 assumptions; §3 split/context; Table1","published author order differs from arXiv; MICCAI page curator Kitty K. Wong is not a paper author","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT; Crossref DOI/authors/publication checked"
"M29","Recalibration of Aleatoric and Epistemic Regression Uncertainty in Medical Imaging","Max-Heinrich Laves; Sontje Ihler; Jacob F. Fast; Lüder A. Kahrs; Tobias Ortmaier","2021","Machine Learning for Biomedical Imaging 1, MIDL 2020 special issue:1–26","Published","2104.12376","10.59275/j.melba.2021-a6fd","https://www.melba-journal.org/papers/2021:008.html","medical image regression calibration; adjacent non-temporal work","no","image regression, not time evolution","medical image","regression prediction and estimated variance","predicted quantity/variance, no world state","N/A","N/A: scoring/calibration, not a dynamics model","current-image regression quantity, not future patient state","N/A","uncertainty calibration; interval coverage; rejection/OOD","medical regression datasets including BoneAge, BreastPathQ, EndoVis","calibrate regression uncertainty","simple sigma scaling can improve calibration","not a world model or longitudinal forecast; outcome utility not established","simple calibrated regression baseline is mandatory adversarial prior art","N/A","N/A","aleatoric/epistemic estimates recalibrated via sigma scaling","not performed","https://github.com/mlaves/well-calibrated-regression-uncertainty","original journal full HTML §2–4","§2 uncertainty/recalibration; §4.1 intervals; §4.2 rejection","journal 2021; title typography 'EpistemicRegression' normalized with space","2026-09-12","VERIFIED: metadata và mô tả nguồn; INTERPRETATION / HYPOTHESIS: limitation và relevance","Primary source methods/metadata checked 2026-09-12; see STATE_AND_EVALUATION_AUDIT; Crossref DOI/authors/date checked"
"M30","Online Learning in Motion Modeling for Intra-interventional Image Sequences","Niklas Gunnarsson; Jens Sjölund; Peter Kimstrand; Thomas B. Schön","2024","MICCAI 2024; Lecture Notes in Computer Science, pp. 706–716","Published","2410.11491","10.1007/978-3-031-72069-7_66","https://papers.miccai.org/miccai-2024/paper/1838_paper.pdf","medical image motion modeling","no","intra-interventional 2D cardiac/organ image motion","reference image plus incoming image sequence","8-D encoder latent x_t and 16-D linear-Gaussian state z_t decoded to a diffeomorphic 2D deformation","inferred latent dynamical state with geometric DVF decoder; not shown clinically interpretable","none / autonomous physiological process; no commanded action input verified","linear Gaussian state-space transition with Kalman filtering/forecasting; online gradient updates of LG-SSM parameters","future latent samples and decoded deformation/image; EchoNet LV Dice endpoint at 25 steps","EchoNet H=50 unseen samples; physical seconds UNKNOWN; ACDC experiment is sparse reconstruction/interpolation, not future forecasting","EchoNet held-out videos: latent log likelihood, RMSE of 50 forecast samples, LV Dice at 25 steps; ACDC 100 train/50 test patients: DSC/HD95 for sparse reconstruction","EchoNet-Dynamic (10,023 videos in paper; 9,540 train/483 test) and ACDC (100/50 patients)","motion prediction for image-guided intervention and LV reconstruction/segmentation proxy","explicit probabilistic linear-Gaussian latent transition with online adaptation and 50-sample EchoNet forecast","latent predictive distribution is not mapped to calibrated DVF uncertainty; no policy/planning; ACDC result does not establish forecasting","direct adversarial prior art against claims that medical motion models lack explicit probabilistic transitions, online adaptation, or multi-step forecast","Kalman predictive rollout in latent LG-SSM; decoder maps state to diffeomorphic transform","frame/sample steps; physical cadence for EchoNet not verified in paper extraction","Gaussian latent predictive distribution; calibration in image/DVF space UNKNOWN","not performed","https://github.com/ngunnar/2D_motion_model","full MICCAI proceedings PDF, methods and evaluation","MICCAI 2024 paper §§2–4; Tables 1–2","arXiv:2410.11491; published MICCAI 2024 version canonical; Crossref DOI checked","2026-09-12","VERIFIED: metadata, state-space equations, online update, datasets and reported metrics from official PDF; INTERPRETATION: relevance and limitation","Crossref metadata + official MICCAI proceedings PDF; author order/title/pages checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M31","Prediction of high-dimensional states subject to respiratory motion: a manifold learning approach","Wenyang Liu; Amit Sawant; Dan Ruan","2016","Physics in Medicine and Biology 61(13):4989–4999","Published","UNKNOWN","10.1088/0031-9155/61/13/4989","https://pmc.ncbi.nlm.nih.gov/articles/PMC4975535/","respiratory motion / geometric state forecasting","no","high-dimensional respiratory surface motion","3D photogrammetry point-cloud surfaces sampled at 15 Hz","kernel-PCA nonlinear feature coordinates for 3D surface geometry","inferred geometric manifold state; not image or biological latent","none / autonomous physiological process; no commanded action input verified","vector autoregression of order 20 in feature space; fixed-point pre-image reconstructs surface","future high-dimensional respiratory surface","200 ms and 600 ms lookahead; long free-running rollout not established","pointwise RMSE and variance on 200×150 grid; 100 train/100 test surfaces from one patient; paired Mann–Whitney tests; irregular-breathing warp simulation lacks true future surfaces","one patient, approximately 200 surface observations","latency compensation / future respiratory geometry estimation","nonlinear manifold state outperformed independent-component prediction for high-dimensional respiratory surfaces","single-patient within-sequence evaluation; no calibrated predictive distribution, action, planning, or cross-patient cine-image test","strong prior art against a broad claim that a learned geometric respiratory state is absent","VAR feature-space direct lookahead plus geometric pre-image","15 Hz; 200/600 ms lookahead","reported surface variance/error; no calibrated future distribution verified","not performed","UNKNOWN","full PMC/BioC article, methods and evaluation","PMC4975535; methods, experiments and tables","Publisher article and PMC record; no arXiv version identified","2026-09-12","VERIFIED: metadata, one-patient protocol, kernel-PCA/VAR method and errors from full article; INTERPRETATION: transfer relevance","Crossref DOI + PMC full text; title/authors/year/volume/pages checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M32","Predicting real-time 3D deformation field maps (DFM) based on volumetric cine MRI (VC-MRI) and artificial neural networks for on-board 4D target tracking: a feasibility study","Jonathan Pham; Wendy Harris; Wenzheng Sun; Zi Yang; Fang-Fang Yin; Lei Ren","2019","Physics in Medicine and Biology 64(16):165016","Published","UNKNOWN","10.1088/1361-6560/ab359a","https://pmc.ncbi.nlm.nih.gov/articles/PMC6734921/","respiratory motion / 3D deformation forecasting","no","3D respiratory organ/tumor deformation for on-board 4D target tracking","2D on-board cine signal/image plus a prior volumetric 4D-MRI model","three PCA respiratory deformation-field coefficients derived from prior 4D-MRI","inferred low-dimensional geometric state conditioned on prior anatomy; not directly observed physiology","none / autonomous physiological process; no commanded action input verified","adaptive boosting and multilayer perceptron predictions of PCA coefficients","future 3D deformation field, VC-MRI and tumor position","XCAT 120–600 ms; real patient 330 ms and a 15 s tracking curve; free-running recursive semantics not verified","XCAT five respiratory signals and one liver-cancer patient; PCA NCC/NRMSE, volume deformation consistency and center-of-mass errors","XCAT phantom (five RPM curves, about 2 minutes at ~8 fps) plus one real liver-cancer patient (about 1 minute at ~3 fps)","latency-compensated 3D target tracking in radiotherapy","maps 2D cine observations into predicted 3D deformation fields via a prior 4D-MRI/PCA representation","prior 4D image and XCAT dominate feasibility; real-patient n=1; no uncertainty calibration, patient split, action or closed-loop beam evaluation","directly weakens novelty of PCA/DVF state plus future anatomical motion prediction from cine observations","coefficient prediction followed by DFM/VC-MRI reconstruction","milliseconds to seconds; frame rates about 8 fps phantom and 3 fps patient","not reported as calibrated predictive distribution","not performed; tracking use only","UNKNOWN","full PMC article, methods and evaluation","PMC6734921; methods, data and results sections","Published journal version; PMC full text canonical for audit","2026-09-12","VERIFIED: metadata, PCA/DFM construction, phantom/patient protocol and metrics from full article; INTERPRETATION: novelty impact","Crossref DOI + PMC full text; title/authors/year/volume/article number checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M33","Prediction of in-plane organ deformation during free-breathing radiotherapy via discriminative spatial transformer networks","Liset Vázquez Romaguera; Rosalie Plantefève; Francisco Perdigón Romero; François Hébert; Jean-François Carrier; Samuel Kadoury","2020","Medical Image Analysis 64:101754","Published","UNKNOWN","10.1016/j.media.2020.101754","https://pubmed.ncbi.nlm.nih.gov/32580056/","radiotherapy / organ deformation forecasting","no","in-plane respiratory organ deformation during free-breathing radiotherapy","medical image sequences from MRI, ultrasound and CT","recurrent multi-scale feature representation and dense deformation maps","inferred image/geometry representation; clinical semantics and calibration UNKNOWN","none / autonomous physiological process; no commanded action input verified","recurrent encoder-decoder extrapolation followed by cascaded spatial transformers","future dense in-plane organ deformation and image sequence","multi-frame prediction block; exact physical horizon and teacher-forcing/free-running contract UNKNOWN from accessible source","85 cases across healthy volunteers and patients/modalities; median vessel-position errors reported for MRI, ultrasound and CT","85 cases, mixed MRI/US/CT; exact patient/sequence allocation UNKNOWN","motion compensation and image-guided radiotherapy","dense deformation forecast evaluated with physical vessel-position endpoint across modalities","accessible abstract does not establish probabilistic calibration, recursive rollout, patient/scanner split or action planning","adjacent prior art that weakens claims that dense future organ deformation has not been attempted","recurrent image/deformation extrapolation plus spatial-transformer warping","free-breathing sequence; exact cadence/horizon UNKNOWN","not verified","not performed","UNKNOWN","PubMed abstract and Crossref metadata; methods details bounded","PubMed 32580056 abstract","Published Medical Image Analysis version canonical; DOI checked","2026-09-12","VERIFIED: metadata and abstract-level cohort/endpoint; UNKNOWN: detailed rollout/split; INTERPRETATION: transfer relevance","Crossref DOI + PubMed record; title/authors/year/article number checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M34","Probabilistic 4D predictive model from in-room surrogates using conditional generative networks for image-guided radiotherapy","Liset Vázquez Romaguera; Tal Mezheritsky; Rihab Mansour; Jean-François Carrier; Samuel Kadoury","2021","Medical Image Analysis 74:102250","Published","UNKNOWN","10.1016/j.media.2021.102250","https://pubmed.ncbi.nlm.nih.gov/34601453/","radiotherapy / probabilistic deformation forecasting","no","4D organ motion inferred from in-room surrogate images","2D in-room surrogate images plus a static pre-operative 3D volume","temporal representation and phase-specific motion distribution with sampled latent variables","inferred geometric/probabilistic state; not proven causal physiology","none / autonomous physiological process; no commanded action input verified","sequence-to-sequence temporal extrapolation with conditional generative latent sampling","dense organ deformation at multiple future times","multiple future times; exact direct-versus-recursive implementation UNKNOWN from abstract-level audit","25 healthy volunteers and 11 cancer patients with cancer data held out; MRI/US deformation errors and personalization results","25 healthy volunteers + 11 cancer patients; modalities MRI and ultrasound","image-guided radiotherapy motion compensation","multi-time probabilistic future deformation from in-room surrogates with subject personalization","abstract does not establish calibrated coverage, open-loop recursive stability, action input or planning utility","adversarial prior art against claims that medical motion models lack multi-future latent uncertainty or personalization","conditional sequence extrapolation and sampled latent future motion fields","radiotherapy respiratory motion; exact cadence/horizon UNKNOWN","multi-sample latent future distribution; calibration/coverage UNKNOWN","not performed","UNKNOWN","PubMed abstract and Crossref metadata; methods detail bounded","PubMed 34601453 abstract","Published Medical Image Analysis version canonical; DOI checked","2026-09-12","VERIFIED: metadata and abstract-level cohorts/endpoints; UNKNOWN: detailed rollout/calibration; INTERPRETATION: transfer relevance","Crossref DOI + PubMed record; title/authors/year/article number checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M35","Predicting 4D liver MRI for MR-guided interventions","Gino Gulamhussene; Anneke Meyer; Marko Rak; Oleksii Bashkanov; Jazan Omari; Maciej Pech; Christian Hansen","2022","Computerized Medical Imaging and Graphics 101:102122","Published","UNKNOWN","10.1016/j.compmedimag.2022.102122","https://doi.org/10.1016/j.compmedimag.2022.102122","4D liver MRI reconstruction / motion prediction","no","free-breathing liver 4D-MRI reconstruction for MR-guided intervention","2D liver MRI slices interleaved with navigator frames","image-based temporal representation for 4D liver MRI; exact state parameterization UNKNOWN in this audit","inferred image/temporal reconstruction state; not established as a sufficient anatomical state","none / autonomous physiological process; no commanded action input verified","deep temporal prediction/reconstruction from navigator information; exact transition and future-query contract UNKNOWN","4D liver MRI volume/frames from live navigator acquisitions","future/interleaved 4D reconstruction; exact physical horizon and recursive semantics UNKNOWN","published article is a 4D liver MRI prediction/reconstruction study; exact patient split and metric details not extracted here","2D MRI liver slices with navigator frames test datasets; exact public subject count UNKNOWN","MR-guided interventions and reduced navigator burden","adjacent 4D liver-MRI prediction problem using live navigator information","not verified as prefix-only open-loop forecasting or calibrated simulator; dataset/split details remain bounded","useful negative control: adjacent mathematical problem can be reconstruction/interpolation rather than a world model transition","temporal image prediction/reconstruction; exact mechanism UNKNOWN","cine/interleaved MRI; exact cadence UNKNOWN","not verified","not performed","UNKNOWN","Crossref/publisher metadata; adjacent-paper scope only","Crossref record and DOI landing metadata","Published 2022 volume 101 article 102122; Crossref title/authors checked","2026-09-12","VERIFIED: title, authors, venue, DOI and broad task from primary metadata; UNKNOWN: exact methods/evaluation; INTERPRETATION: negative-control relevance","Crossref DOI record checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
"M36","Respiratory motion prediction using deep convolutional long short-term memory network","Shahabedin Nabavi; Monireh Abdoos; Mohsen Ebrahimi Moghaddam; Mohammad Mohammadi","2020","Journal of Medical Signals & Sensors 10(2):69–75","Published","UNKNOWN","10.4103/jmss.JMSS_38_19","https://pmc.ncbi.nlm.nih.gov/articles/PMC7359959/","respiratory image/video prediction","no","respiratory motion in CT image sequences","short CT image history","ConvLSTM hidden representation of image sequence","inferred predictive latent; no anatomical sufficiency test verified","none / autonomous physiological process; no commanded action input verified","ConvLSTM sequence prediction","next six CT frames/images","six future frames; physical cadence UNKNOWN","six patients and 3,295 CT images; leave-one-patient-out; reported RMSE about 9e-3 and SSIM about 0.943","six patients, 3,295 CT images","respiratory motion estimation / image prediction","early medical ConvLSTM future-frame baseline with patient-level leave-one-out evaluation","image metrics dominate; exact direct/recursive teacher-forcing semantics and physical horizon require careful audit; no uncertainty/planning","weakens novelty claims based only on ConvLSTM future image prediction; useful simple image baseline","ConvLSTM future-frame sequence generation; exact recursion contract bounded","frame steps; physical timestamps UNKNOWN","not reported as calibrated predictive distribution","not performed","UNKNOWN","PMC full text/metadata; methods and evaluation details bounded","PMC7359959; methods, experiments and results","Published 2020; DOI capitalization normalized","2026-09-12","VERIFIED: metadata, patient/image count, split and headline metrics from PMC article; UNKNOWN: exact physical cadence/rollout; INTERPRETATION: transfer relevance","Crossref DOI + PMC record; title/authors/year/volume/pages checked 2026-09-12; root Crossref DOI/title/authors/year/type cross-check 2026-09-12; typographic spaces/hyphens normalized, primary names retained"
